,название,цена,год,модель,пробег,тип двигателя,объем двигателя,коробка передач,кузов,привод,л.с,состаяние
4963,lada,280000,2015,granta,70000,бензин,1.6,mt,седан,передний,87,не битый
4964,mercedes,475000,2003,-benz e-класс,287633,бензин,2.0,at,седан,задний,163,не битый
4965,volkswagen,760000,2012,tiguan,190000,бензин,2.0,at,внедорожник,полный,170,не битый
4966,уаз,75000,1986,3909,44000,бензин,2.9,mt,микроавтобус,полный,98,не битый
4967,hyundai,625000,2017,solaris,201000,бензин,1.6,at,седан,передний,123,не битый
4968,kia,1460000,2018,sportage,70000,бензин,2.0,at,внедорожник,полный,150,не битый
4969,honda,720000,2008,cr-v,190000,бензин,2.0,at,внедорожник,полный,150,не битый
4970,lada,260000,2009,priora,175000,бензин,1.6,mt,хетчбэк,передний,98,не битый
4971,kia,390000,2013,rio,130000,бензин,1.4,mt,седан,передний,107,не битый
4972,mazda,435000,2008,6,160000,бензин,2.0,mt,хетчбэк,передний,147,не битый
4973,volkswagen,330000,2007,golf,180000,бензин,1.4,mt,хетчбэк,передний,140,не битый
4974,lada,180000,2010,kalina,128000,бензин,1.6,mt,универсал,передний,81,не битый
4975,volvo,650000,2007,xc90,400000,дизель,2.4,at,внедорожник,полный,185,не битый
4976,nissan,300000,2009,teana,105000,бензин,2.0,at,седан,передний,136,не битый
4977,lada,138000,2008,kalina,142000,бензин,1.6,mt,хетчбэк,передний,81,не битый
4978,hyundai,238000,2007,accent,122000,бензин,1.6,mt,седан,передний,112,не битый
4979,geely,280000,2012,mk cross,155000,бензин,1.5,mt,хетчбэк,передний,94,не битый
4980,skoda,470000,2012,octavia,141000,бензин,1.4,amt,хетчбэк,передний,122,не битый
4981,mitsubishi,360000,2008,lancer,196000,бензин,1.8,mt,седан,передний,143,не битый
4982,skoda,1100000,2019,octavia,44000,бензин,1.6,at,хетчбэк,передний,110,не битый
4983,газ,200000,1963,69,100000,бензин,2.1,mt,внедорожник,полный,55,не битый
4984,lada,230000,2012,priora,109800,бензин,1.6,mt,хетчбэк,передний,98,не битый
4985,daewoo,78000,2006,nexia,190000,бензин,1.5,mt,седан,передний,85,не битый
4986,skoda,545000,2012,octavia,216000,бензин,1.8,at,хетчбэк,передний,152,не битый
4987,уаз,430000,2013,patriot,102500,бензин,2.7,mt,внедорожник,полный,128,не битый
4988,ваз,35000,1989,2109,90174,бензин,1.3,mt,хетчбэк,передний,64,не битый
4989,porsche,3160000,2015,cayenne,80000,бензин,3.6,at,внедорожник,полный,300,не битый
4990,chery,267000,2013,tiggo (t11),70000,бензин,1.6,mt,внедорожник,передний,119,не битый
4991,subaru,549000,2007,legacy,123123,бензин,2.5,mt,универсал,полный,165,не битый
4992,opel,749000,2012,mokka,100470,бензин,1.8,at,внедорожник,полный,140,не битый
4993,lada,500000,2017,vesta,100005,бензин,1.6,mt,седан,передний,106,не битый
4994,nissan,89000,1997,primera,280000,бензин,1.6,mt,седан,передний,99,не битый
4995,mercedes,5500000,2017,-benz s-класс,35100,бензин,4.0,at,седан,полный,469,не битый
4996,fiat,900000,2013,ducato,235570,дизель,2.3,mt,фургон,передний,130,не битый
4997,ваз,60000,2004,2112,160000,бензин,1.6,mt,хетчбэк,передний,90,не битый
4998,volkswagen,380000,2008,passat,260000,бензин,1.6,mt,седан,передний,102,не битый
4999,infiniti,515000,1995,q45,326000,бензин,4.5,at,седан,задний,278,не битый
5000,ваз,45000,1998,2105,140000,бензин,1.5,mt,седан,задний,71,не битый
5001,kia,399000,2011,cerato,240000,бензин,1.6,mt,седан,передний,126,не битый
5002,mazda,350000,2006,6,210000,бензин,1.8,mt,седан,передний,120,не битый
5003,geely,959900,2020,emgrand x7,179,бензин,2.0,at,внедорожник,передний,139,не битый
5004,land,6199000,2018,rover range rover,40200,дизель,3.0,at,внедорожник,полный,249,не битый
5005,nissan,490000,2007,teana,200000,бензин,2.4,at,седан,передний,173,не битый
5006,lada,235000,2012,priora,82999,бензин,1.6,mt,седан,передний,98,не битый
5007,daewoo,25000,1998,nexia,244500,бензин,1.5,mt,седан,передний,75,не битый
5008,renault,380000,2013,fluence,190000,бензин,1.6,mt,седан,передний,106,не битый
5009,ваз,150000,2007,2114 samara,150000,бензин,1.6,mt,хетчбэк,передний,82,не битый
5010,volkswagen,545000,2014,golf,120500,бензин,1.2,mt,хетчбэк,передний,85,не битый
5011,toyota,635000,2008,rav4,114520,бензин,2.0,mt,внедорожник,полный,152,не битый
5012,volkswagen,430000,2010,golf,137000,бензин,1.6,mt,хетчбэк,передний,102,не битый
5013,skoda,1399000,2018,octavia,41000,бензин,1.4,amt,хетчбэк,передний,150,не битый
5014,land,1600000,2012,rover range rover sport,138705,дизель,3.0,at,внедорожник,полный,245,не битый
5015,bmw,730000,2005,x5,315000,дизель,3.0,at,внедорожник,полный,218,не битый
5016,lada,270000,2014,kalina,92000,бензин,1.6,mt,хетчбэк,передний,87,не битый
5017,lada,525000,2017,4x4 (нива),63000,бензин,1.7,mt,внедорожник,полный,82,не битый
5018,газ,130000,1953,69,5000,бензин,2.1,mt,внедорожник,полный,55,не битый
5019,lada,150000,2008,kalina,171000,бензин,1.6,mt,седан,передний,81,не битый
5020,mazda,650000,2011,cx-7,143313,бензин,2.3,at,внедорожник,полный,238,не битый
5021,lada,320000,2012,4x4 (нива),134000,бензин,1.7,mt,внедорожник,полный,83,не битый
5022,mitsubishi,625000,2012,l200,213000,дизель,2.5,mt,пикап,полный,136,не битый
5023,lada,170000,2011,kalina,78000,бензин,1.6,mt,хетчбэк,передний,84,не битый
5024,geely,360000,2013,emgrand ec7,138000,бензин,1.8,cvt,седан,передний,126,не битый
5025,honda,190000,2001,fit,210000,бензин,1.3,cvt,хетчбэк,полный,86,не битый
5026,infiniti,1359000,2013,jx,149651,бензин,3.5,cvt,внедорожник,полный,262,не битый
5027,lada,175000,2010,priora,140000,бензин,1.6,mt,седан,передний,98,не битый
5028,audi,295000,2000,tt,260546,бензин,1.8,at,купе,полный,225,не битый
5029,ravon,394400,2019,nexia,233,бензин,1.5,at,седан,передний,107,не битый
5030,ravon,394400,2019,nexia,160,бензин,1.5,at,седан,передний,107,не битый
5031,daewoo,70000,2007,nexia,327000,бензин,1.5,mt,седан,передний,75,не битый
5032,hyundai,185000,2004,getz,195000,бензин,1.3,mt,хетчбэк,передний,82,не битый
5033,chrysler,360000,2007,pt cruiser,130000,бензин,1.6,mt,универсал,передний,115,не битый
5034,renault,1043000,2019,duster,21336,бензин,2.0,mt,внедорожник,полный,143,не битый
5035,kia,595000,2017,rio,83000,бензин,1.4,at,седан,передний,107,не битый
5036,peugeot,500000,2013,408,92000,бензин,1.6,at,седан,передний,150,не битый
5037,volkswagen,449000,2010,jetta,118000,бензин,1.6,amt,седан,передний,102,не битый
5038,toyota,750000,2009,alphard,197000,бензин,2.4,at,минивэн,полный,167,не битый
5039,уаз,635000,2018,patriot,44600,бензин,2.7,mt,внедорожник,полный,135,не битый
5040,hyundai,239000,2005,elantra,255000,бензин,1.6,mt,хетчбэк,передний,105,не битый
5041,lada,333000,2019,4x4 (нива),190,бензин,1.7,mt,внедорожник,полный,83,не битый
5042,renault,555000,2012,duster,130000,бензин,1.6,mt,внедорожник,полный,102,не битый
5043,opel,330000,2008,astra,200000,бензин,1.6,mt,хетчбэк,передний,115,не битый
5044,chevrolet,160000,1997,blazer,350000,бензин,2.2,mt,внедорожник,задний,106,не битый
5045,уаз,45000,1987,31512,10000,бензин,2.4,mt,внедорожник,полный,76,не битый
5046,hyundai,300000,2005,sonata,350000,бензин,2.0,mt,седан,передний,144,не битый
5047,porsche,600000,2005,cayenne turbo,150000,бензин,4.5,at,внедорожник,полный,450,не битый
5048,renault,699000,2011,koleos,142135,бензин,2.5,cvt,внедорожник,полный,171,не битый
5049,infiniti,580000,2004,fx45,183000,бензин,4.5,at,внедорожник,полный,315,не битый
5050,lada,165000,2011,kalina,152000,бензин,1.6,mt,хетчбэк,передний,84,не битый
5051,chevrolet,165000,2004,niva,202000,бензин,1.7,mt,внедорожник,полный,80,не битый
5052,mercedes,385000,2003,-benz c-класс,400000,дизель,2.1,at,седан,задний,143,не битый
5053,renault,380000,2014,logan,83000,бензин,1.6,mt,седан,передний,84,не битый
5054,chery,680000,2015,tiggo 5,90000,бензин,2.0,mt,внедорожник,передний,139,не битый
5055,audi,77000,1988,80,320000,бензин,1.8,mt,седан,передний,90,не битый
5056,ваз,75000,2006,2114 samara,165555,бензин,1.5,mt,хетчбэк,передний,77,не битый
5057,lada,195000,1985,4x4 (нива),20989,бензин,1.6,mt,внедорожник,полный,80,не битый
5058,kia,665000,2017,rio,51000,бензин,1.6,at,хетчбэк,передний,123,не битый
5059,ford,465000,2012,focus,112702,бензин,1.6,mt,хетчбэк,передний,105,не битый
5060,renault,275000,2010,sandero,150005,бензин,1.4,mt,хетчбэк,передний,75,не битый
5061,skoda,355000,2011,fabia,102003,бензин,1.6,mt,хетчбэк,передний,105,не битый
5062,volkswagen,524900,2013,jetta,232000,бензин,1.4,mt,седан,передний,122,не битый
5063,great,250000,2006,wall deer,190000,бензин,2.2,mt,пикап,задний,105,не битый
5064,audi,1089000,2012,a6,135391,бензин,3.0,amt,седан,полный,300,не битый
5065,mazda,1239500,2015,cx-5,110000,бензин,2.0,at,внедорожник,передний,150,не битый
5066,lada,360000,2016,granta,8000,бензин,1.6,mt,седан,передний,87,не битый
5067,renault,574900,2015,duster,137000,бензин,1.6,mt,внедорожник,передний,102,не битый
5068,skoda,535000,2013,yeti,107000,бензин,1.2,amt,внедорожник,передний,105,не битый
5069,opel,474900,2013,astra,110000,бензин,1.6,mt,универсал,передний,115,не битый
5070,subaru,345000,2003,forester,190000,бензин,2.5,at,внедорожник,полный,165,не битый
5071,ford,400000,2008,focus,178085,бензин,2.0,mt,хетчбэк,передний,145,не битый
5072,peugeot,294900,2007,partner,194000,бензин,1.4,mt,минивэн,передний,75,не битый
5073,ваз,165000,2011,2114 samara,112000,бензин,1.6,mt,хетчбэк,передний,81,не битый
5074,renault,659000,2014,duster,78000,бензин,1.6,mt,внедорожник,полный,102,не битый
5075,nissan,924000,2013,x-trail,97869,бензин,2.0,cvt,внедорожник,полный,141,не битый
5076,volkswagen,700000,2008,touareg,134000,бензин,4.2,at,внедорожник,полный,350,не битый
5077,lada,259000,2013,granta,128823,бензин,1.6,mt,седан,передний,87,не битый
5078,suzuki,884900,2013,grand vitara,61545,бензин,2.0,at,внедорожник,полный,140,не битый
5079,kia,990000,2014,sportage,92000,бензин,2.0,at,внедорожник,полный,150,не битый
5080,honda,165000,1999,civic ferio,250000,бензин,1.5,mt,седан,передний,130,не битый
5081,suzuki,385000,2008,sx4,153000,бензин,1.6,mt,хетчбэк,полный,106,не битый
5082,skoda,485000,2015,rapid,83000,бензин,1.2,mt,хетчбэк,передний,105,не битый
5083,ваз,160000,2011,2110,125000,бензин,1.6,mt,седан,передний,81,не битый
5084,lada,230000,2011,kalina,126052,бензин,1.6,mt,хетчбэк,передний,98,не битый
5085,kia,1375000,2017,sportage,62023,бензин,2.0,at,внедорожник,передний,150,не битый
5086,skoda,800000,2018,rapid,129000,бензин,1.6,at,хетчбэк,передний,110,не битый
5087,nissan,425000,2011,note,150000,бензин,1.4,mt,хетчбэк,передний,88,не битый
5088,renault,750000,2016,duster,140000,бензин,2.0,mt,внедорожник,полный,143,не битый
5089,bmw,279000,1993,3 серия,360000,бензин,1.6,mt,универсал,задний,102,не битый
5090,nissan,339000,2001,x-trail,154000,бензин,2.0,at,внедорожник,полный,150,не битый
5091,daewoo,89000,2009,nexia,194285,бензин,1.6,mt,седан,передний,109,не битый
5092,ford,269000,2007,fiesta,160000,бензин,1.4,mt,хетчбэк,передний,80,не битый
5093,kia,829000,2014,cee'd,52893,бензин,1.6,at,хетчбэк,передний,129,не битый
5094,volkswagen,555000,2014,polo,215596,бензин,1.6,at,седан,передний,105,не битый
5095,renault,999000,2017,kaptur,74000,бензин,2.0,mt,внедорожник,полный,143,не битый
5096,toyota,499000,2006,avensis,196000,бензин,1.8,mt,седан,передний,129,не битый
5097,газ,59000,2002,ель 2705,72300,бензин,2.3,mt,фургон,задний,98,не битый
5098,газ,210000,2006,ель 3302,163000,бензин,2.5,mt,пикап,задний,140,не битый
5099,kia,499000,2014,rio,108000,бензин,1.6,mt,седан,передний,123,не битый
5100,газ,305000,2008,31105 волга,27000,бензин,2.4,mt,седан,задний,137,не битый
5101,nissan,630000,2008,navara,200000,дизель,2.5,mt,пикап,полный,174,не битый
5102,iveco,2500000,2013,daily,470000,дизель,3.0,mt,микроавтобус,задний,146,не битый
5103,hyundai,850000,2017,elantra,98268,бензин,1.6,at,седан,передний,128,не битый
5104,lada,235000,2011,4x4 (нива),107000,бензин,1.7,mt,внедорожник,полный,80,не битый
5105,volkswagen,590000,2011,passat cc,155000,бензин,1.8,amt,седан,передний,152,не битый
5106,opel,650000,2013,insignia,104000,бензин,1.8,mt,седан,передний,140,не битый
5107,nissan,145000,2003,march,189000,бензин,1.2,at,хетчбэк,передний,90,не битый
5108,renault,507000,2013,duster,129000,бензин,1.6,mt,внедорожник,полный,102,не битый
5109,lada,325000,2015,kalina,88000,бензин,1.6,mt,хетчбэк,передний,106,не битый
5110,volkswagen,480000,2013,polo,132000,бензин,1.6,mt,седан,передний,105,не битый
5111,peugeot,535000,2012,3008,136000,бензин,1.6,mt,внедорожник,передний,120,не битый
5112,hyundai,550000,2015,solaris,73400,бензин,1.4,at,седан,передний,107,не битый
5113,nissan,179000,2001,primera,179000,бензин,2.0,cvt,универсал,передний,150,не битый
5114,ford,498000,2013,focus,98000,бензин,1.6,amt,хетчбэк,передний,105,не битый
5115,газ,950000,1958,21 волга,100000,бензин,2.4,mt,седан,задний,70,не битый
5116,renault,235000,2013,logan,212000,бензин,1.4,mt,седан,передний,75,не битый
5117,mazda,130000,2001,familia,300000,бензин,2.0,at,универсал,передний,170,не битый
5118,mercedes,320000,2003,-benz c-класс,520250,бензин,2.0,at,седан,задний,163,не битый
5119,lada,170000,2011,priora,220000,бензин,1.6,mt,универсал,передний,98,не битый
5120,kia,530000,2016,rio,81296,бензин,1.4,mt,седан,передний,107,не битый
5121,kia,530000,2016,rio,81296,бензин,1.4,mt,седан,передний,107,не битый
5122,ford,170000,2004,focus,180000,бензин,2.3,at,седан,передний,145,не битый
5123,subaru,325000,2001,forester,155170,бензин,2.5,mt,внедорожник,полный,165,не битый
5124,volkswagen,1575000,2011,touareg,88735,дизель,3.0,at,внедорожник,полный,204,не битый
5125,toyota,1649000,2017,camry,36146,бензин,2.5,at,седан,передний,181,не битый
5126,daewoo,93000,2007,matiz,120000,бензин,0.8,mt,хетчбэк,передний,52,не битый
5127,ваз,70000,2006,2114 samara,243000,бензин,1.5,mt,хетчбэк,передний,77,не битый
5128,volkswagen,750000,2014,tiguan,89000,бензин,1.4,mt,внедорожник,полный,150,не битый
5129,renault,210000,2007,logan,235000,бензин,1.4,mt,седан,передний,75,не битый
5130,ваз,45000,2000,2110,230000,бензин,1.5,mt,седан,передний,79,не битый
5131,kia,1399000,2017,sportage,84000,бензин,2.0,at,внедорожник,полный,150,не битый
5132,mazda,570000,2011,3,185000,бензин,1.6,at,седан,передний,105,не битый
5133,mazda,320000,2002,mpv,200000,бензин,2.3,at,минивэн,передний,163,не битый
5134,opel,470000,2011,zafira,175000,бензин,1.8,mt,минивэн,передний,140,не битый
5135,lada,250000,2013,granta,90000,бензин,1.6,mt,седан,передний,87,не битый
5136,opel,355000,2012,astra,191000,бензин,1.6,mt,универсал,передний,115,не битый
5137,lifan,600000,2017,x60,71200,бензин,1.8,mt,внедорожник,передний,128,не битый
5138,ваз,150000,2010,2107,22682,бензин,1.6,mt,седан,задний,74,не битый
5139,honda,220000,2000,s-mx,200000,бензин,2.0,at,минивэн,передний,140,не битый
5140,audi,2100000,2016,a6,90000,бензин,2.0,amt,седан,полный,249,не битый
5141,chevrolet,319000,2011,lacetti,124011,бензин,1.6,mt,седан,передний,109,не битый
5142,lada,469000,2015,largus,109106,бензин,1.6,mt,универсал,передний,84,не битый
5143,lada,330000,2015,granta,80000,бензин,1.6,mt,хетчбэк,передний,106,не битый
5144,chevrolet,295000,2012,lacetti,170000,бензин,1.4,mt,хетчбэк,передний,94,не битый
5145,toyota,250000,2000,lite ace noah,320500,бензин,2.0,at,минивэн,задний,130,не битый
5146,lada,465000,2014,largus,79000,бензин,1.6,mt,универсал,передний,106,не битый
5147,opel,490000,2013,astra,217000,бензин,1.6,at,седан,передний,115,не битый
5148,renault,409000,2015,logan,69000,бензин,1.6,mt,седан,передний,82,не битый
5149,nissan,580000,2007,navara,270000,дизель,2.5,mt,пикап,полный,174,не битый
5150,skoda,490000,2012,octavia,269000,бензин,1.6,mt,хетчбэк,передний,102,не битый
5151,honda,240000,2003,civic,261760,бензин,1.6,at,седан,передний,110,не битый
5152,chevrolet,250000,2009,aveo,198151,бензин,1.4,mt,хетчбэк,передний,101,не битый
5153,ваз,110000,1998,21099,41000,бензин,1.6,mt,седан,передний,81,не битый
5154,skoda,320000,2010,fabia,48000,бензин,1.2,mt,хетчбэк,передний,60,не битый
5155,geely,97000,2010,mk,90000,бензин,1.5,mt,седан,передний,94,не битый
5156,nissan,480000,2018,almera,12380,бензин,1.6,mt,седан,передний,102,не битый
5157,nissan,999999,2014,qashqai,86601,бензин,2.0,mt,внедорожник,передний,144,не битый
5158,lada,520000,2017,vesta,50000,бензин,1.6,mt,седан,передний,106,не битый
5159,chevrolet,180000,2007,niva,140000,бензин,1.7,mt,внедорожник,полный,80,не битый
5160,lada,210000,2011,priora,125000,бензин,1.6,mt,хетчбэк,передний,98,не битый
5161,hyundai,200000,2002,elantra,270000,бензин,2.0,at,седан,передний,139,не битый
5162,bmw,2811900,2017,x5,57643,дизель,2.0,at,внедорожник,полный,218,не битый
5163,volkswagen,1499000,2012,touareg,160000,дизель,3.0,at,внедорожник,полный,204,не битый
5164,mazda,385000,2008,3,162000,бензин,1.6,at,седан,передний,105,не битый
5165,mercedes,70000,1987,-benz w124,500000,дизель,2.0,mt,седан,задний,72,не битый
5166,ваз,75000,2008,2104,71794,бензин,1.6,mt,универсал,задний,74,не битый
5167,porsche,1840000,2011,cayenne,150000,дизель,3.0,at,внедорожник,полный,245,не битый
5168,mazda,210000,2005,3,220000,бензин,1.6,at,седан,передний,105,не битый
5169,daewoo,69000,2005,nexia,170601,бензин,1.5,mt,седан,передний,85,не битый
5170,hyundai,460000,2009,i30,56900,бензин,1.4,mt,хетчбэк,передний,109,не битый
5171,lada,300000,2016,granta,60000,бензин,1.6,mt,седан,передний,98,не битый
5172,mitsubishi,305000,2007,colt,159700,бензин,1.3,amt,хетчбэк,передний,95,не битый
5173,ваз,40000,1997,2106,30000,бензин,1.5,mt,седан,задний,72,не битый
5174,chevrolet,350000,2014,niva,95300,бензин,1.7,mt,внедорожник,полный,80,не битый
5175,ваз,180000,2006,2110,183073,бензин,1.6,mt,седан,передний,89,не битый
5176,citroen,239000,2008,c4,222220,бензин,1.6,mt,хетчбэк,передний,120,не битый
5177,renault,760000,2016,duster,62614,дизель,1.5,mt,внедорожник,полный,109,не битый
5178,opel,270000,2007,vectra,270000,бензин,1.8,mt,хетчбэк,передний,140,не битый
5179,lada,180000,2013,kalina,115000,бензин,1.6,mt,хетчбэк,передний,82,не битый
5180,audi,1220000,2014,a6,156000,бензин,3.0,amt,седан,полный,310,не битый
5181,daewoo,115000,2010,matiz,107261,бензин,0.8,mt,хетчбэк,передний,52,не битый
5182,ваз,80000,2004,2110,220000,бензин,1.5,mt,седан,передний,79,не битый
5183,opel,490000,2012,astra,103000,бензин,1.6,mt,седан,передний,115,не битый
5184,opel,85000,1999,corsa,174192,бензин,1.2,mt,хетчбэк,передний,65,не битый
5185,lada,750000,2019,vesta,12500,бензин,1.6,mt,универсал,передний,106,не битый
5186,maserati,3599000,2017,levante,43263,дизель,3.0,at,внедорожник,полный,275,не битый
5187,ford,275000,2007,focus,90000,бензин,1.8,mt,хетчбэк,передний,125,не битый
5188,opel,299999,2007,vectra,189000,бензин,1.8,mt,седан,передний,140,не битый
5189,toyota,1800000,2008,land cruiser,277000,дизель,4.5,at,внедорожник,полный,235,не битый
5190,toyota,65000,1993,corolla,356000,бензин,1.5,at,седан,передний,105,не битый
5191,honda,375000,2007,civic,202000,гибрид,1.3,cvt,седан,передний,95,не битый
5192,lada,210000,2012,kalina,71000,бензин,1.6,mt,хетчбэк,передний,81,не битый
5193,skoda,330000,2011,fabia,36000,бензин,1.2,mt,хетчбэк,передний,70,не битый
5194,ford,367000,2008,focus,118000,бензин,2.0,at,седан,передний,145,не битый
5195,bmw,2899000,2014,x6,40800,дизель,3.0,at,внедорожник,полный,249,не битый
5196,ваз,89000,2008,2107,140000,бензин,1.6,mt,седан,задний,74,не битый
5197,nissan,529000,2017,almera,93334,бензин,1.6,mt,седан,передний,102,не битый
5198,ваз,129000,2007,2112,152121,бензин,1.6,mt,хетчбэк,передний,90,не битый
5199,bmw,1550000,2016,3 серия,82500,бензин,2.0,at,седан,полный,184,не битый
5200,mazda,450000,2008,cx-7,170000,бензин,2.3,at,внедорожник,полный,238,не битый
5201,ваз,100000,2011,2113 samara,295000,бензин,1.6,mt,хетчбэк,передний,81,не битый
5202,ford,409000,2011,focus,92000,бензин,1.6,mt,хетчбэк,передний,100,не битый
5203,subaru,205000,2001,impreza,365000,бензин,1.5,at,универсал,полный,100,не битый
5204,kia,1098000,2015,sportage,56662,бензин,2.0,at,внедорожник,передний,150,не битый
5205,lada,500000,2013,largus,44000,бензин,1.6,mt,фургон,передний,87,не битый
5206,bmw,2240000,2016,x4,59000,дизель,2.0,at,внедорожник,полный,190,не битый
5207,volkswagen,750000,2008,touareg,200000,дизель,3.0,at,внедорожник,полный,224,не битый
5208,bmw,2550000,2018,5 серия,28131,дизель,2.0,at,седан,полный,190,не битый
5209,toyota,1999000,2010,land cruiser,243527,бензин,4.7,at,внедорожник,полный,288,не битый
5210,mercedes,550000,2004,-benz e-класс,200000,бензин,2.6,at,седан,задний,177,не битый
5211,volkswagen,345000,2004,passat,210000,бензин,1.8,at,седан,передний,170,не битый
5212,chevrolet,320000,2011,aveo,108000,бензин,1.4,mt,седан,передний,100,не битый
5213,infiniti,1135000,2011,fx37,120000,бензин,3.7,at,внедорожник,полный,333,не битый
5214,hyundai,310000,2010,accent,139000,бензин,1.5,mt,седан,передний,102,не битый
5215,hyundai,419000,2011,solaris,118904,бензин,1.6,at,седан,передний,123,не битый
5216,ford,320000,2005,mondeo,167500,бензин,2.0,mt,седан,передний,145,не битый
5217,mazda,170000,2004,demio,147559,бензин,1.3,at,хетчбэк,передний,91,не битый
5218,daewoo,75000,2007,nexia,240000,бензин,1.5,mt,седан,передний,85,не битый
5219,kia,799900,2018,rio,52000,бензин,1.6,at,седан,передний,123,не битый
5220,kia,165000,2000,clarus,305000,бензин,1.8,mt,универсал,передний,116,не битый
5221,иж,115000,2011,2717,114000,бензин,1.6,mt,фургон,задний,73,не битый
5222,renault,110000,2006,logan,206200,бензин,1.4,mt,седан,передний,75,не битый
5223,ваз,100000,2007,2112,270500,бензин,1.6,mt,хетчбэк,передний,90,не битый
5224,lifan,237000,2013,solano,132000,бензин,1.6,mt,седан,передний,106,не битый
5225,toyota,1600000,2008,land cruiser,300000,дизель,4.5,at,внедорожник,полный,235,не битый
5226,chery,180000,2009,kimo (a1),98507,бензин,1.3,mt,хетчбэк,передний,83,не битый
5227,nissan,289000,2007,almera classic,185000,бензин,1.6,mt,седан,передний,107,не битый
5228,ford,385000,2010,focus,150000,бензин,1.8,mt,хетчбэк,передний,125,не битый
5229,toyota,1880000,2019,camry,20000,бензин,2.5,at,седан,передний,181,не битый
5230,ford,300000,2008,transit,329870,дизель,2.2,mt,фургон,передний,100,не битый
5231,hyundai,509000,2004,tucson,170352,бензин,2.7,at,внедорожник,полный,173,не битый
5232,volkswagen,579000,2014,polo,88776,бензин,1.6,at,седан,передний,105,не битый
5233,fiat,218000,2011,albea,133279,бензин,1.4,mt,седан,передний,77,не битый
5234,volkswagen,599900,2015,jetta,125000,бензин,1.6,mt,седан,передний,105,не битый
5235,газ,120000,2002,ель 3302,353067,бензин,2.3,mt,фургон,задний,98,не битый
5236,ваз,110000,2008,2115 samara,150000,бензин,1.6,mt,седан,передний,80,не битый
5237,mercedes,1180000,2009,-benz cls-класс,118000,дизель,3.0,at,седан,задний,224,не битый
5238,renault,300000,2010,logan,116000,бензин,1.6,mt,седан,передний,84,не битый
5239,ваз,45000,2002,2106,78000,бензин,1.6,mt,седан,задний,75,не битый
5240,ваз,40000,1997,21099,198222,бензин,1.5,mt,седан,передний,70,не битый
5241,lada,194900,2010,priora,118000,бензин,1.6,mt,хетчбэк,передний,81,не битый
5242,honda,650000,2008,civic,140000,бензин,2.0,mt,хетчбэк,передний,201,не битый
5243,geely,1350000,2019,atlas,11000,бензин,1.8,at,внедорожник,передний,184,не битый
5244,chevrolet,85000,2007,lanos,175000,бензин,1.5,mt,седан,передний,86,не битый
5245,bmw,100000,1992,3 серия,490569,бензин,1.8,mt,седан,задний,113,не битый
5246,chevrolet,220000,2007,niva,160000,бензин,1.7,mt,внедорожник,полный,80,не битый
5247,volkswagen,900000,2012,passat cc,107000,бензин,1.8,amt,седан,передний,152,не битый
5248,audi,1550000,2012,q7,163500,дизель,3.0,at,внедорожник,полный,245,не битый
5249,ford,729990,2016,ecosport,78150,бензин,1.6,mt,внедорожник,передний,122,не битый
5250,kia,869990,2018,cerato,44000,бензин,1.6,mt,седан,передний,130,не битый
5251,volkswagen,699990,2020,polo,4944,бензин,1.6,mt,седан,передний,90,не битый
5252,ваз,282999,2010,2114 samara,7170,бензин,1.6,mt,хетчбэк,передний,81,не битый
5253,mercedes,135000,1997,-benz c-класс,247000,бензин,2.0,mt,седан,задний,136,не битый
5254,audi,1500000,2011,rs5,128000,бензин,4.2,amt,купе,полный,450,не битый
5255,opel,225555,2006,corsa,190000,бензин,1.2,amt,хетчбэк,передний,80,не битый
5256,mercedes,1280000,2015,-benz cla-класс,89000,бензин,1.6,amt,седан,передний,156,не битый
5257,chrysler,165000,2002,neon,270902,бензин,2.0,at,седан,передний,133,не битый
5258,renault,600000,2017,logan,18235,бензин,1.6,mt,седан,передний,82,не битый
5259,hyundai,245000,2008,accent,240000,бензин,1.5,at,седан,передний,102,не битый
5260,volkswagen,590000,2015,polo,131000,бензин,1.6,at,седан,передний,105,не битый
5261,ваз,25000,1984,2102,95000,бензин,1.5,mt,универсал,задний,75,не битый
5262,volkswagen,640000,2009,tiguan,150000,бензин,2.0,at,внедорожник,полный,170,не битый
5263,mitsubishi,620000,2012,asx,92000,бензин,1.6,mt,внедорожник,передний,117,не битый
5264,ваз,148000,2010,2114 samara,137000,бензин,1.6,mt,хетчбэк,передний,81,не битый
5265,ford,285000,2009,focus,160000,бензин,2.0,at,седан,передний,145,не битый
5266,уаз,300000,2007,patriot,109356,бензин,2.7,mt,внедорожник,полный,135,не битый
5267,citroen,155000,2001,c5,220000,дизель,2.2,mt,хетчбэк,передний,133,не битый
5268,toyota,1150000,2004,land cruiser prado,285000,бензин,4.0,at,внедорожник,полный,249,не битый
5269,lexus,2199000,2017,nx,41000,бензин,2.0,cvt,внедорожник,полный,150,не битый
5270,nissan,539000,2008,teana,172200,бензин,3.5,cvt,седан,передний,245,не битый
5271,daewoo,135000,2008,matiz,89500,бензин,1.0,mt,хетчбэк,передний,64,не битый
5272,hyundai,950000,2015,ix35,177777,бензин,2.0,at,внедорожник,полный,150,не битый
5273,ford,360000,2011,focus,250000,бензин,1.6,amt,хетчбэк,передний,125,не битый
5274,skoda,879000,2017,octavia,117334,бензин,1.6,at,универсал,передний,110,не битый
